metro_name,CBSA,total_units_2010,highrise_units_2010,total_units_2024,highrise_units_2024,highrise_growth,highrise_pct_growth,lat,lon
"Fitzgerald, GA Micro Area",22340,11994.0,221.0,8141,122,-99.0,-44.8,31.75992032706517,-83.22004764789851
"Jackson, MI Metro Area",27100,69096.0,2852.0,69292,2751,-101.0,-3.5,42.248421899451614,-84.42340570354051
"Madison, IN Micro Area",31500,14286.0,309.0,14517,204,-105.0,-34.0,38.78557305051021,-85.43852559364174
"Martin, TN Micro Area",32280,15486.0,182.0,15056,74,-108.0,-59.3,36.29811859902385,-88.7178144207696
"Jacksonville, IL Micro Area",27300,18033.0,623.0,17400,515,-108.0,-17.3,39.69371648482607,-90.28453764482212
"Forrest City, AR Micro Area",22620,11053.0,197.0,9570,88,-109.0,-55.3,35.022350262291795,-90.74852179100554
"Mason City, IA Micro Area",32380,25646.0,1380.0,26260,1271,-109.0,-7.9,43.20316287205129,-93.26079989877866
"Newport, TN Micro Area",35460,17278.0,161.0,17957,47,-114.0,-70.8,35.925385203314384,-83.12117945615854
"Taos, NM Micro Area",45340,19747.0,504.0,21250,390,-114.0,-22.6,36.57770136640599,-105.63097803179213
"Dodge City, KS Micro Area",19980,12022.0,542.0,12743,421,-121.0,-22.3,37.691926552567956,-99.8881223604831
"Gettysburg, PA Metro Area",23900,40352.0,644.0,43672,523,-121.0,-18.8,39.87158905893938,-77.21760918205378
"Carlsbad-Artesia, NM Micro Area",16100,22458.0,553.0,26839,430,-123.0,-22.2,32.4712457097295,-104.30400269338637
"Portsmouth, OH Micro Area",39020,34350.0,1308.0,33070,1185,-123.0,-9.4,38.80402902094634,-82.99321951091706
"Marion-Herrin, IL Micro Area",32060,30070.0,602.0,32084,474,-128.0,-21.3,37.73029153500636,-88.92991597389253
"Oskaloosa, IA Micro Area",36820,9774.0,280.0,9728,150,-130.0,-46.4,41.335124180714516,-92.64088812513
"Danville, KY Micro Area",19220,23129.0,360.0,23948,226,-134.0,-37.2,37.514633761258324,-84.73370207857961
"Camden, AR Micro Area",15780,16169.0,152.0,14335,18,-134.0,-88.2,33.576988905248285,-92.70718453599414
"Russellville, AL Micro Area",40770,34931.0,334.0,14002,197,-137.0,-41.0,34.44182632408947,-87.8436649745337
"Fort Leonard Wood, MO Micro Area",22780,17532.0,645.0,19431,501,-144.0,-22.3,37.82453747890004,-92.20762528873067
"Clinton, IA Micro Area",17540,21828.0,833.0,21581,688,-145.0,-17.4,41.898081365201776,-90.53232834010723
"Easton, MD Micro Area",20660,19257.0,476.0,19720,329,-147.0,-30.9,38.770021003521926,-76.10327056443353
"Pella, IA Micro Area",37800,13862.0,443.0,14386,290,-153.0,-34.5,41.334383923042786,-93.09944399105844
"Hagerstown-Martinsburg, MD-WV Metro Area",25180,113538.0,3311.0,127214,3156,-155.0,-4.7,39.550110345995186,-77.98061918064424
"Frankfort, KY Micro Area",23180,31945.0,1118.0,34489,953,-165.0,-14.8,38.12331026058053,-84.93321286757029
"Show Low, AZ Micro Area",43320,55889.0,581.0,57230,407,-174.0,-29.9,35.39112094905415,-110.3204149770489
"Fairbanks-College, AK Metro Area",21820,40310.0,2688.0,42680,2498,-190.0,-7.1,64.80904572911852,-146.56660236999647
"Cambridge, OH Micro Area",15740,19291.0,442.0,19037,251,-191.0,-43.2,40.05204135355294,-81.49433446851235
"Bishop, CA Micro Area",13860,9433.0,265.0,9524,74,-191.0,-72.1,36.510688782926,-117.40607895671448
"Bradford, PA Micro Area",14620,21366.0,603.0,19465,411,-192.0,-31.8,41.8075978135612,-78.56902513937337
"Eureka-Arcata, CA Micro Area",21700,60904.0,1672.0,62883,1479,-193.0,-11.5,40.69701458947763,-123.87618866686674
"Opelousas, LA Micro Area",36660,35932.0,667.0,37229,471,-196.0,-29.4,30.598794173282503,-92.00562903898359
"Lewistown, PA Micro Area",30380,21491.0,599.0,21468,399,-200.0,-33.4,40.61047757501605,-77.61704134417948
"Shelton, WA Micro Area",43220,31527.0,457.0,34152,252,-205.0,-44.9,47.34772694684441,-123.19194262475864
"Red Bluff, CA Micro Area",39780,26739.0,711.0,27527,502,-209.0,-29.4,40.12612789839939,-122.23409155574981
"Hilo-Kailua, HI Micro Area",25900,79771.0,5129.0,90735,4916,-213.0,-4.2,19.598781652420566,-155.51868764040432
"Poplar Bluff, MO Micro Area",38740,19668.0,364.0,19303,138,-226.0,-62.1,36.71638370813942,-90.40673715024526
"Durant, OK Micro Area",20460,19079.0,441.0,20780,201,-240.0,-54.4,33.96233473945175,-96.26003799717904
"Murray, KY Micro Area",34660,17782.0,380.0,18106,127,-253.0,-66.6,36.62092583181419,-88.27229955618326
"Ruston, LA Micro Area",40820,26762.0,637.0,20827,382,-255.0,-40.0,32.6018175478016,-92.66455291774967
"Mount Vernon, OH Micro Area",34540,24819.0,521.0,26078,265,-256.0,-49.1,40.398773992892416,-82.42158185519345
"Grants Pass, OR Metro Area",24420,37635.0,1229.0,39503,966,-263.0,-21.4,42.36460544492919,-123.555570750451
"Ocean Pines, MD Micro Area",36180,55171.0,14708.0,56867,14434,-274.0,-1.9,38.21263264014382,-75.3340687184088
"El Campo, TX Micro Area",20900,17089.0,738.0,17711,449,-289.0,-39.2,29.27777876807763,-96.22219053678967
"Galesburg, IL Micro Area",23660,31815.0,1451.0,23758,1122,-329.0,-22.7,40.93175435664293,-90.21328117381813
"Sault Ste. Marie, MI Micro Area",42300,21145.0,820.0,20348,483,-337.0,-41.1,46.30070059568755,-84.56141669733509
"Somerset, KY Micro Area",43700,30755.0,548.0,31722,173,-375.0,-68.4,37.1039272331892,-84.57754077800931
"Macomb, IL Micro Area",31380,14341.0,1141.0,13587,718,-423.0,-37.1,40.45598560868699,-90.6777745616159
"Flint, MI Metro Area",22420,193359.0,8393.0,183903,7950,-443.0,-5.3,43.021528210217106,-83.70676448072399
"Parkersburg-Vienna, WV Metro Area",37620,75305.0,1879.0,43008,1305,-574.0,-30.5,39.13865323178104,-81.46265231462814
"Nogales, AZ Micro Area",35700,17493.0,760.0,19232,164,-596.0,-78.4,31.526124699503058,-110.84662059341886
"Torrington, CT Micro Area",45860,86607.0,2474.0,55752,1840,-634.0,-25.6,41.84664099818775,-73.22122883320804
"Winchester, TN Micro Area",49010,55603.0,797.0,20110,66,-731.0,-91.7,35.15508541938904,-86.09208382739139
"El Centro, CA Metro Area",20940,54876.0,3481.0,58044,2666,-815.0,-23.4,33.04051581169028,-115.36542222707119
"Marion, NC Micro Area",32000,30702.0,1298.0,21575,244,-1054.0,-81.2,35.6822995258391,-82.04875384408294
"Ottawa, KS Micro Area",36840,68523.0,1589.0,11310,413,-1176.0,-74.0,38.56436466896675,-95.28597904549285
"Kahului-Wailuku, HI Metro Area",27980,68417.0,11479.0,72386,10017,-1462.0,-12.7,20.868125064636615,-156.57244132968185
"New Haven, CT Metro Area",35300,359509.0,34977.0,248267,31825,-3152.0,-9.0,41.36127022705322,-72.84386188410448
"Springfield, MA Metro Area",44140,287463.0,20271.0,197591,16650,-3621.0,-17.9,42.13545811209726,-72.63136091712335
"Holland, MI Micro Area",26090,101462.0,4195.0,52636,421,-3774.0,-90.0,42.59128207844779,-85.88852073919298
"El Paso, TX Metro Area",21340,262859.0,23298.0,324704,19447,-3851.0,-16.5,31.513115139836295,-105.54009180009734
"Fayetteville, TN Micro Area",22190,150444.0,4264.0,16291,31,-4233.0,-99.3,35.14050383397502,-86.58843366771178
"Salem, OH Micro Area",41400,149201.0,8003.0,46121,1327,-6676.0,-83.4,40.76840777372469,-80.77711614981
"Waterbury-Shelton, CT Metro Area",47930,323907.0,20606.0,192551,12378,-8228.0,-39.9,41.522960804183874,-73.08635581940659
"Grand Rapids, MN Micro Area",24330,322249.0,15844.0,25679,1203,-14641.0,-92.4,47.50875484909766,-93.63112648112784
