iso3,year,value,source,metric,rate_per1000,country
SVK,2012,3416,Eurostat CNMIGRAT,net,0.6317059815492294,Slovakia
SVK,2013,2379,Eurostat CNMIGRAT,net,0.4394655994863111,Slovakia
SVK,2014,1713,Eurostat CNMIGRAT,net,0.316130459824949,Slovakia
SVK,2015,3127,Eurostat CNMIGRAT,net,0.5765329517067459,Slovakia
SVK,2016,3885,Eurostat CNMIGRAT,net,0.7153644823467933,Slovakia
SVK,2017,3722,Eurostat CNMIGRAT,net,0.6842877818044901,Slovakia
SVK,2018,3955,Eurostat CNMIGRAT,net,0.7261182818223861,Slovakia
SVK,2019,3632,Eurostat CNMIGRAT,net,0.6659153117801923,Slovakia
SVK,2020,4347,Eurostat CNMIGRAT,net,0.7963249247503172,Slovakia
SVK,2021,-8173,Eurostat CNMIGRAT,net,-1.5003909314191186,Slovakia
SVK,2022,995,Eurostat CNMIGRAT,net,0.1831821482276805,Slovakia
SVK,2023,1401,Eurostat CNMIGRAT,net,0.25816604443920294,Slovakia
SVK,2024,2399,Eurostat CNMIGRAT,net,0.4424510274583374,Slovakia
SVN,2000,2747,Eurostat CNMIGRAT,net,,Slovenia
SVN,2001,4963,Eurostat CNMIGRAT,net,,Slovenia
SVN,2002,2207,Eurostat CNMIGRAT,net,,Slovenia
SVN,2003,3530,Eurostat CNMIGRAT,net,,Slovenia
SVN,2004,1719,Eurostat CNMIGRAT,net,,Slovenia
SVN,2005,6436,Eurostat CNMIGRAT,net,,Slovenia
SVN,2006,6267,Eurostat CNMIGRAT,net,,Slovenia
SVN,2007,14250,Eurostat CNMIGRAT,net,,Slovenia
SVN,2008,18584,Eurostat CNMIGRAT,net,,Slovenia
SVN,2009,11508,Eurostat CNMIGRAT,net,5.605884132395902,Slovenia
SVN,2010,-521,Eurostat CNMIGRAT,net,-0.25379437200019683,Slovenia
SVN,2011,2059,Eurostat CNMIGRAT,net,1.0029992551792806,Slovenia
SVN,2012,644,Eurostat CNMIGRAT,net,0.3130530989583207,Slovenia
SVN,2013,487,Eurostat CNMIGRAT,net,0.23641316088279685,Slovenia
SVN,2014,-490,Eurostat CNMIGRAT,net,-0.2376356705690647,Slovenia
SVN,2015,507,Eurostat CNMIGRAT,net,0.24569536391747931,Slovenia
SVN,2016,1051,Eurostat CNMIGRAT,net,0.5089484862777609,Slovenia
SVN,2017,1253,Eurostat CNMIGRAT,net,0.6063720850101724,Slovenia
SVN,2018,14928,Eurostat CNMIGRAT,net,7.198053516717827,Slovenia
SVN,2019,16213,Eurostat CNMIGRAT,net,7.763415270651723,Slovenia
SVN,2020,18365,Eurostat CNMIGRAT,net,8.735176004402549,Slovenia
SVN,2021,2480,Eurostat CNMIGRAT,net,1.1764265001453929,Slovenia
SVN,2022,14657,Eurostat CNMIGRAT,net,6.939617703150834,Slovenia
SVN,2023,11528,Eurostat CNMIGRAT,net,5.436553655077835,Slovenia
SVN,2024,11532,Eurostat CNMIGRAT,net,5.420701325561718,Slovenia
SWE,2000,24386,Eurostat CNMIGRAT,net,,Sweden
SWE,2001,28622,Eurostat CNMIGRAT,net,,Sweden
SWE,2002,30854,Eurostat CNMIGRAT,net,,Sweden
SWE,2003,28686,Eurostat CNMIGRAT,net,,Sweden
SWE,2004,25326,Eurostat CNMIGRAT,net,,Sweden
SWE,2005,26724,Eurostat CNMIGRAT,net,,Sweden
SWE,2006,50769,Eurostat CNMIGRAT,net,,Sweden
SWE,2007,53978,Eurostat CNMIGRAT,net,,Sweden
SWE,2008,55568,Eurostat CNMIGRAT,net,,Sweden
SWE,2009,62614,Eurostat CNMIGRAT,net,6.626371952881155,Sweden
SWE,2010,49734,Eurostat CNMIGRAT,net,5.2632954723319285,Sweden
SWE,2011,45453,Eurostat CNMIGRAT,net,4.810241868820187,Sweden
SWE,2012,51799,Eurostat CNMIGRAT,net,5.441429236838473,Sweden
SWE,2013,65780,Eurostat CNMIGRAT,net,6.85181282947267,Sweden
SWE,2014,76560,Eurostat CNMIGRAT,net,7.895950025319433,Sweden
SWE,2015,79699,Eurostat CNMIGRAT,net,8.133226576166631,Sweden
SWE,2016,117693,Eurostat CNMIGRAT,net,11.860525229805045,Sweden
SWE,2017,101645,Eurostat CNMIGRAT,net,10.106189308925362,Sweden
SWE,2018,85621,SCB,net,8.414663318137583,Sweden
SWE,2019,68087,SCB,net,6.623966194005246,Sweden
SWE,2020,33581,SCB,net,3.243462415687459,Sweden
SWE,2021,51947,SCB,net,4.987321678551963,Sweden
SWE,2022,58955,SCB,net,5.621753760224264,Sweden
SWE,2023,21080,SCB,net,2.000639293466831,Sweden
SWE,2024,29748,SCB,net,2.814457805792004,Sweden
USA,2001,1373000,CBO,net_total,,United States
USA,2002,1308000,CBO,net_total,,United States
USA,2003,1155000,CBO,net_total,,United States
USA,2004,1329000,CBO,net_total,,United States
USA,2005,1884000,CBO,net_total,,United States
USA,2006,1688000,CBO,net_total,,United States
USA,2007,889000,CBO,net_total,,United States
USA,2008,174000,CBO,net_total,,United States
USA,2009,899000,CBO,net_total,2.8828936437906427,United States
USA,2010,803000,CBO,net_total,2.5750429321066584,United States
USA,2011,729000,CBO,net_total,2.337741341850254,United States
USA,2012,654000,CBO,net_total,2.080555686774428,United States
USA,2013,817000,CBO,net_total,2.579514383337471,United States
USA,2014,1639000,CBO,net_total,5.133786025301954,United States
USA,2015,1478000,CBO,net_total,4.5926990484701316,United States
USA,2016,885000,CBO,net_total,2.7285058942201736,United States
USA,2017,1100000,CBO,net_total,3.3679455154839473,United States
USA,2018,671000,CBO,net_total,2.042434066750708,United States
USA,2019,415000,CBO,net_total,1.2567142342694664,United States
USA,2020,808000,CBO,net_total,2.436834416980731,United States
USA,2021,1171000,CBO,net_total,3.526048919758328,United States
USA,2022,2674000,CBO,net_total,8.005572860696049,United States
USA,2023,3297000,CBO,net_total,9.789011296527944,United States
USA,2024,2699000,CBO,net_total,7.935644819566958,United States
USA,2025,420000,CBO,net_total,1.23489100563843,United States
