REF_AREA,year,value,country
AUT,2004,76.24214048229727,Austria
AUT,2005,75.74923669785153,Austria
AUT,2006,75.39835693718172,Austria
AUT,2007,75.37911056687079,Austria
AUT,2008,74.14037299407887,Austria
AUT,2009,76.4544581869463,Austria
AUT,2010,82.87006734308052,Austria
AUT,2011,86.43548576390612,Austria
AUT,2012,88.2775156588756,Austria
AUT,2013,93.84403634120554,Austria
AUT,2014,95.74079079625488,Austria
AUT,2015,100.00000000000014,Austria
AUT,2016,103.76123527966024,Austria
AUT,2017,106.75641463472826,Austria
AUT,2018,109.720503268586,Austria
AUT,2019,114.61656806977226,Austria
AUT,2020,123.45812325546925,Austria
AUT,2021,132.44365109984025,Austria
AUT,2022,135.39481392756625,Austria
AUT,2023,123.5201384625615,Austria
AUT,2024,114.6841774998195,Austria
AUT,2025,114.53901572210667,Austria
BEL,1970,75.54830232031115,Belgium
BEL,1971,68.19230490944547,Belgium
BEL,1972,66.03896951178658,Belgium
BEL,1973,66.82651878952703,Belgium
BEL,1974,65.66265435391392,Belgium
BEL,1975,67.54806724088583,Belgium
BEL,1976,70.72832293192297,Belgium
BEL,1977,77.53278364168803,Belgium
BEL,1978,80.85661196908963,Belgium
BEL,1979,82.32462534246196,Belgium
BEL,1980,74.59874790354675,Belgium
BEL,1981,65.41068207902995,Belgium
BEL,1982,59.79724523992728,Belgium
BEL,1983,55.694763271776374,Belgium
BEL,1984,54.11680535763285,Belgium
BEL,1985,52.16355154304533,Belgium
BEL,1986,51.465720539636926,Belgium
BEL,1987,54.00287040718195,Belgium
BEL,1988,56.049794445995325,Belgium
BEL,1989,59.70689583509015,Belgium
BEL,1990,60.94460689701232,Belgium
BEL,1991,59.73796667594848,Belgium
BEL,1992,60.81220749514257,Belgium
BEL,1993,62.172033797210474,Belgium
BEL,1994,63.550200613850926,Belgium
BEL,1995,61.81283646672267,Belgium
BEL,1996,63.10857405876775,Belgium
BEL,1997,63.47112694620728,Belgium
BEL,1998,65.5128914712617,Belgium
BEL,1999,68.29458304031024,Belgium
BEL,2000,68.84546228026551,Belgium
BEL,2001,68.97448784757403,Belgium
BEL,2002,72.90013547134858,Belgium
BEL,2003,77.20898330687898,Belgium
BEL,2004,82.51048624711443,Belgium
BEL,2005,89.1773367372731,Belgium
BEL,2006,93.49674511266628,Belgium
BEL,2007,96.45640550398005,Belgium
BEL,2008,96.3153416648634,Belgium
BEL,2009,95.12474304363884,Belgium
BEL,2010,97.0136718484,Belgium
BEL,2011,98.71552750152297,Belgium
BEL,2012,99.0131077523395,Belgium
BEL,2013,100.01744874378318,Belgium
BEL,2014,98.81786990957912,Belgium
BEL,2015,100.0,Belgium
BEL,2016,99.81481218591318,Belgium
BEL,2017,100.11168819040459,Belgium
BEL,2018,100.16474969884358,Belgium
BEL,2019,100.06017179011477,Belgium
BEL,2020,102.91474480851551,Belgium
BEL,2021,104.72266312446,Belgium
BEL,2022,101.38783699270707,Belgium
BEL,2023,95.80772554883777,Belgium
BEL,2024,96.7456638001913,Belgium
BEL,2025,95.86281800246957,Belgium
BGR,2005,161.42301696451275,Bulgaria
BGR,2006,162.55299326660975,Bulgaria
BGR,2007,184.339465438341,Bulgaria
BGR,2008,188.955459921331,Bulgaria
BGR,2009,144.38650242910825,Bulgaria
BGR,2010,128.18172339172625,Bulgaria
BGR,2011,112.33390448721175,Bulgaria
BGR,2012,108.0459487040535,Bulgaria
BGR,2013,102.42354581927275,Bulgaria
BGR,2014,102.40801125286725,Bulgaria
BGR,2015,100.0,Bulgaria
BGR,2016,101.09342154142149,Bulgaria
BGR,2017,101.04806646422577,Bulgaria
BGR,2018,96.14643163510043,Bulgaria
BGR,2019,96.55755675251535,Bulgaria
BGR,2020,101.3778664402155,Bulgaria
BGR,2021,99.43000956915978,Bulgaria
BGR,2022,93.80149579831496,Bulgaria
BGR,2023,88.36912981922025,Bulgaria
BGR,2024,90.88520833305441,Bulgaria
BGR,2025,95.47052262814968,Bulgaria
CAN,1970,70.0610708776471,Canada
CAN,1971,68.42260116007333,Canada
CAN,1972,65.24611720607598,Canada
CAN,1973,67.21067114207867,Canada
CAN,1974,73.40845823758218,Canada
CAN,1975,70.71884139154474,Canada
CAN,1976,71.9174310968815,Canada
CAN,1977,69.2493499691341,Canada
CAN,1978,64.82100883767008,Canada
CAN,1979,65.38400262773978,Canada
CAN,1980,66.19245950074338,Canada
CAN,1981,66.85730543903867,Canada
CAN,1982,58.039880968895304,Canada
CAN,1983,59.05112469369785,Canada
CAN,1984,54.412082875132576,Canada
CAN,1985,53.4603858816144,Canada
CAN,1986,60.11453771557962,Canada
CAN,1987,67.15171082085098,Canada
CAN,1988,73.81495879881155,Canada
CAN,1989,78.1520762772456,Canada
CAN,1990,72.52854586604718,Canada
CAN,1991,74.04259598650033,Canada
CAN,1992,73.72506441714097,Canada
CAN,1993,73.4947486295718,Canada
CAN,1994,75.39021299983673,Canada
CAN,1995,70.96477812745367,Canada
CAN,1996,70.36818153457213,Canada
CAN,1997,70.18682636583188,Canada
CAN,1998,66.88339464412225,Canada
CAN,1999,65.99531746897927,Canada
CAN,2000,65.1110711554643,Canada
CAN,2001,66.0042362173409,Canada
CAN,2002,69.13790214575933,Canada
CAN,2003,73.0199011226585,Canada
CAN,2004,75.82184647633812,Canada
CAN,2005,79.05769305854355,Canada
CAN,2006,83.18328203057655,Canada
CAN,2007,88.6445467018323,Canada
CAN,2008,89.12354324435316,Canada
CAN,2009,87.2052333590911,Canada
CAN,2010,91.7908733534068,Canada
CAN,2011,93.5467312807719,Canada
CAN,2012,95.32107348574235,Canada
CAN,2013,95.14163497105625,Canada
CAN,2014,97.92701765126313,Canada
CAN,2015,99.99999999999986,Canada
CAN,2016,110.95443285103426,Canada
CAN,2017,119.479614105765,Canada
CAN,2018,122.14710306898075,Canada
CAN,2019,120.1349556700035,Canada
CAN,2020,120.4487975518405,Canada
CAN,2021,134.434297550834,Canada
CAN,2022,145.55462103634125,Canada
CAN,2023,137.9847200394455,Canada
CAN,2024,136.200360320767,Canada
CAN,2025,130.15430474785626,Canada
CHE,1970,124.38767009120849,Switzerland
CHE,1971,123.2477376006635,Switzerland
CHE,1972,134.13104957989276,Switzerland
CHE,1973,141.97139135288575,Switzerland
CHE,1974,129.34156354919298,Switzerland
CHE,1975,119.12685673423975,Switzerland
CHE,1976,113.125142089791,Switzerland
CHE,1977,111.93985663141575,Switzerland
CHE,1978,114.3321221413515,Switzerland
CHE,1979,118.91959681676275,Switzerland
CHE,1980,120.6186691320285,Switzerland
CHE,1981,119.50638003930601,Switzerland
CHE,1982,117.72655457426126,Switzerland
CHE,1983,119.60852619869375,Switzerland
CHE,1984,119.87992177171026,Switzerland
CHE,1985,120.021275059587,Switzerland
CHE,1986,122.64372171725574,Switzerland
CHE,1987,125.3269229888465,Switzerland
CHE,1988,136.07368914956876,Switzerland
CHE,1989,142.761331672029,Switzerland
CHE,1990,129.4382939620605,Switzerland
CHE,1991,119.10369413620725,Switzerland
CHE,1992,109.45674845215875,Switzerland
CHE,1993,102.044287962433,Switzerland
CHE,1994,100.94574761868323,Switzerland
CHE,1995,94.64059804453022,Switzerland
CHE,1996,89.13894741951975,Switzerland
CHE,1997,84.12180279440882,Switzerland
CHE,1998,81.11394678907487,Switzerland
CHE,1999,79.21892657461245,Switzerland
CHE,2000,76.07765139880576,Switzerland
CHE,2001,75.69168074355801,Switzerland
CHE,2002,76.89866862137548,Switzerland
CHE,2003,78.88576361772593,Switzerland
CHE,2004,80.06661203372478,Switzerland
CHE,2005,80.37674092151997,Switzerland
CHE,2006,82.24210005432795,Switzerland
CHE,2007,83.2497560722183,Switzerland
CHE,2008,84.93399847108162,Switzerland
CHE,2009,86.3473036851682,Switzerland
CHE,2010,87.32661518961993,Switzerland
CHE,2011,92.66873052129989,Switzerland
CHE,2012,95.88391125212672,Switzerland
CHE,2013,96.68314115938969,Switzerland
CHE,2014,98.02801796466082,Switzerland
CHE,2015,100.0000000000001,Switzerland
CHE,2016,101.50713765094025,Switzerland
CHE,2017,104.11978158249175,Switzerland
CHE,2018,106.277552110859,Switzerland
CHE,2019,107.9148450604305,Switzerland
CHE,2020,112.7254643509405,Switzerland
CHE,2021,116.88586796646125,Switzerland
CHE,2022,121.537830980523,Switzerland
CHE,2023,120.7878857696645,Switzerland
CHE,2024,120.30555027364349,Switzerland
CHE,2025,123.569430978708,Switzerland
CHL,2002,91.56731177015503,Chile
CHL,2003,91.27184660282298,Chile
CHL,2004,92.32370807845862,Chile
CHL,2005,90.32151317098935,Chile
CHL,2006,85.90237378195658,Chile
CHL,2007,89.47091930666865,Chile
CHL,2008,85.82819141470566,Chile
CHL,2009,88.0906613010299,Chile
CHL,2010,85.19204934423504,Chile
CHL,2011,85.28494297634467,Chile
CHL,2012,84.58544324964852,Chile
CHL,2013,87.42508523532183,Chile
CHL,2014,93.05805785951705,Chile
CHL,2015,100.00000000000003,Chile
CHL,2016,99.32513694642208,Chile
CHL,2017,105.235790166897,Chile
CHL,2018,111.240634847053,Chile
CHL,2019,116.79619056342075,Chile
CHL,2020,111.137610964449,Chile
CHL,2021,109.2912847617635,Chile
CHL,2022,112.95849336721776,Chile
CHL,2023,112.71524043914751,Chile
CHL,2024,114.51445108584825,Chile
CHL,2025,115.7729711189175,Chile
COL,2000,90.6714915720914,Colombia
COL,2001,88.7618168823061,Colombia
COL,2002,83.57366686784688,Colombia
COL,2003,79.75577127029027,Colombia
COL,2004,77.1859770528044,Colombia
COL,2005,77.68249657978342,Colombia
COL,2006,78.07002523760238,Colombia
COL,2007,81.86124164275432,Colombia
COL,2008,88.69542503925365,Colombia
COL,2009,92.3423636391267,Colombia
COL,2010,94.22081680991582,Colombia
COL,2011,93.03711992143045,Colombia
COL,2012,94.58734349754653,Colombia
COL,2013,97.160994222311,Colombia
COL,2014,99.85298237124537,Colombia
COL,2015,100.00000000000006,Colombia
COL,2016,103.917818881202,Colombia
COL,2017,104.44732221214025,Colombia
COL,2018,104.764947620436,Colombia
COL,2019,105.87973033367226,Colombia
COL,2020,110.61405508349574,Colombia
COL,2021,103.89728628652293,Colombia
COL,2022,89.35652720925509,Colombia
COL,2023,86.80442268334677,Colombia
COL,2024,88.07558741842828,Colombia
CZE,2008,112.4944827323555,Czechia
CZE,2009,109.05257712335525,Czechia
CZE,2010,103.8724866344775,Czechia
CZE,2011,102.99011198871526,Czechia
CZE,2012,100.0231826536599,Czechia
CZE,2013,100.19414956704735,Czechia
CZE,2014,98.85587373122038,Czechia
CZE,2015,99.99999999999997,Czechia
CZE,2016,103.126257802655,Czechia
CZE,2017,106.73475813941624,Czechia
CZE,2018,108.1161596839295,Czechia
CZE,2019,111.17187737776025,Czechia
CZE,2020,115.542974152753,Czechia
CZE,2021,126.56459629520401,Czechia
CZE,2022,133.63814523228174,Czechia
CZE,2023,120.597098615763,Czechia
CZE,2024,121.25676524393425,Czechia
CZE,2025,125.72730398856034,Czechia
DEU,1980,177.7724868537895,Germany
DEU,1981,179.00026103619425,Germany
DEU,1982,175.2475671446455,Germany
DEU,1983,170.8748558047955,Germany
DEU,1984,158.89076708741024,Germany
DEU,1985,151.20481092646776,Germany
DEU,1986,146.09066069306226,Germany
DEU,1987,140.05596162989474,Germany
DEU,1988,135.83840301393624,Germany
DEU,1989,132.5788540227415,Germany
DEU,1990,132.94209164467026,Germany
DEU,1991,130.53447604322326,Germany
DEU,1992,129.15046431151274,Germany
DEU,1993,131.03434106714525,Germany
DEU,1994,132.851767800384,Germany
DEU,1995,132.25514317701524,Germany
DEU,1996,127.9758006228615,Germany
DEU,1997,123.93910780866025,Germany
DEU,1998,120.9482127405575,Germany
DEU,1999,117.46265561290325,Germany
DEU,2000,116.0545484984215,Germany
DEU,2001,111.207120760949,Germany
DEU,2002,108.871748551803,Germany
DEU,2003,106.169155853566,Germany
DEU,2004,102.3748795156555,Germany
DEU,2005,101.52179123509876,Germany
DEU,2006,98.62567315715205,Germany
DEU,2007,94.64714545394922,Germany
DEU,2008,93.72811316402793,Germany
DEU,2009,94.74056310279985,Germany
DEU,2010,93.47564615025405,Germany
DEU,2011,93.80842362993005,Germany
DEU,2012,95.1386880978515,Germany
DEU,2013,97.03015390347868,Germany
DEU,2014,97.69314474251141,Germany
DEU,2015,99.9999999999998,Germany
DEU,2016,105.0657355553265,Germany
DEU,2017,107.94159324296349,Germany
DEU,2018,110.81571890636425,Germany
DEU,2019,114.4740876965145,Germany
DEU,2020,123.095504602025,Germany
DEU,2021,133.12196333264924,Germany
DEU,2022,130.5984094031555,Germany
DEU,2023,113.5892823572925,Germany
DEU,2024,107.845169223294,Germany
DEU,2025,108.13797259903201,Germany
DNK,1981,65.61883213771691,Denmark
DNK,1982,54.86176468095633,Denmark
DNK,1983,64.41203943065345,Denmark
DNK,1984,67.85808946022067,Denmark
DNK,1985,77.75084177726862,Denmark
DNK,1986,81.17934984038325,Denmark
DNK,1987,74.34054589097065,Denmark
DNK,1988,72.23322409803825,Denmark
DNK,1989,67.53651130121068,Denmark
DNK,1990,61.83882801181295,Denmark
DNK,1991,59.9205218802106,Denmark
DNK,1992,56.92381607543725,Denmark
DNK,1993,57.2255064975061,Denmark
DNK,1994,61.72905781003645,Denmark
DNK,1995,60.98514633485475,Denmark
DNK,1996,66.42381233287875,Denmark
DNK,1997,73.37221819824623,Denmark
DNK,1998,76.63034313661302,Denmark
DNK,1999,82.47916088381243,Denmark
DNK,2000,84.4041772850938,Denmark
DNK,2001,84.65892414793643,Denmark
DNK,2002,84.09748007053827,Denmark
DNK,2003,85.5607560880822,Denmark
DNK,2004,91.46673502336324,Denmark
DNK,2005,105.97564997677846,Denmark
DNK,2006,126.23731606395674,Denmark
DNK,2007,129.72700294321774,Denmark
DNK,2008,121.7306993855825,Denmark
DNK,2009,102.30948320063925,Denmark
DNK,2010,100.33394285205836,Denmark
DNK,2011,94.99715620280928,Denmark
DNK,2012,91.33459125690447,Denmark
DNK,2013,94.39065070082643,Denmark
DNK,2014,97.62622450059105,Denmark
DNK,2015,99.99999999999983,Denmark
DNK,2016,100.04707167829775,Denmark
DNK,2017,102.1917117381425,Denmark
DNK,2018,103.197771458688,Denmark
DNK,2019,103.1087002716835,Denmark
DNK,2020,107.44404181359374,Denmark
DNK,2021,116.97524611780275,Denmark
DNK,2022,111.7944823319945,Denmark
DNK,2023,102.383597735124,Denmark
DNK,2024,103.15110625423425,Denmark
DNK,2025,103.70654917163466,Denmark
ESP,1971,67.4376994442981,Spain
ESP,1972,61.43909854606348,Spain
ESP,1973,62.217591112753674,Spain
ESP,1974,69.73178971274623,Spain
ESP,1975,64.90745182179532,Spain
ESP,1976,63.63331358615444,Spain
ESP,1977,70.66682951398202,Spain
ESP,1978,77.6742179782515,Spain
ESP,1979,71.23049281765557,Spain
ESP,1980,66.23408280544746,Spain
ESP,1981,61.68690758322072,Spain
ESP,1982,55.4751174473242,Spain
ESP,1983,59.27897439762925,Spain
ESP,1984,58.92266486536885,Spain
ESP,1985,59.708632775747446,Spain
ESP,1986,60.3787138961428,Spain
ESP,1987,77.2900997700671,Spain
ESP,1988,89.12248409775617,Spain
ESP,1989,98.03833901220145,Spain
ESP,1990,100.05576665511006,Spain
ESP,1991,103.027858112874,Spain
ESP,1992,95.53761976627256,Spain
ESP,1993,90.17993682460298,Spain
ESP,1994,89.3921442250031,Spain
ESP,1995,85.4983733729948,Spain
ESP,1996,82.76059083369296,Spain
ESP,1997,81.14500755923098,Spain
ESP,1998,80.31586991523474,Spain
ESP,1999,81.43736154977024,Spain
ESP,2000,80.56975502734248,Spain
ESP,2001,82.3270473468355,Spain
ESP,2002,92.52797660625356,Spain
ESP,2003,105.46725163430679,Spain
ESP,2004,120.10675221916199,Spain
ESP,2005,131.40347490850726,Spain
ESP,2006,143.2572886683275,Spain
ESP,2007,152.47823815554526,Spain
ESP,2008,144.984517091594,Spain
ESP,2009,137.3077636837795,Spain
ESP,2010,134.73271140782876,Spain
ESP,2011,123.830920400387,Spain
ESP,2012,111.267205988176,Spain
ESP,2013,100.76636527010875,Spain
ESP,2014,100.64413091127484,Spain
ESP,2015,99.99999999999997,Spain
ESP,2016,102.0720613691955,Spain
ESP,2017,105.32991443637574,Spain
ESP,2018,109.7141701746855,Spain
ESP,2019,110.767785762284,Spain
ESP,2020,116.652560518486,Spain
ESP,2021,115.267263567303,Spain
ESP,2022,119.0548345369555,Spain
ESP,2023,113.613776569465,Spain
ESP,2024,115.697144846761,Spain
ESP,2025,123.00270614924567,Spain
EST,2005,121.88127409183976,Estonia
EST,2006,150.8510795143865,Estonia
EST,2007,157.08374823731725,Estonia
EST,2008,122.29692951301875,Estonia
EST,2009,83.85708861779534,Estonia
EST,2010,89.01778561722215,Estonia
EST,2011,88.473897239705,Estonia
EST,2012,91.28118547343377,Estonia
EST,2013,91.75841138618672,Estonia
EST,2014,100.32296639092922,Estonia
EST,2015,99.9999999999999,Estonia
EST,2016,99.88969168083342,Estonia
EST,2017,97.9516596403794,Estonia
EST,2018,92.10805568772733,Estonia
EST,2019,92.96054408628055,Estonia
EST,2020,97.38931136387367,Estonia
EST,2021,103.23029236269124,Estonia
EST,2022,111.88901214185825,Estonia
EST,2023,111.34389157719801,Estonia
EST,2024,109.93852676287425,Estonia
EST,2025,109.0534803168125,Estonia
FIN,1975,122.725621252838,Finland
FIN,1976,117.98595967006526,Finland
FIN,1977,111.64863221026025,Finland
FIN,1978,102.5286500451502,Finland
FIN,1979,94.47915650187417,Finland
FIN,1980,92.98178267975851,Finland
FIN,1981,95.4370578718695,Finland
FIN,1982,98.75626962956822,Finland
FIN,1983,105.18972742231375,Finland
FIN,1984,109.015348837172,Finland
FIN,1985,104.7660581289195,Finland
FIN,1986,102.16981348902563,Finland
FIN,1987,103.60677304414575,Finland
FIN,1988,129.53180207612974,Finland
FIN,1989,144.802503483618,Finland
FIN,1990,129.82806443665174,Finland
FIN,1991,107.4334392257948,Finland
FIN,1992,90.77715227862252,Finland
FIN,1993,83.52256632582048,Finland
FIN,1994,89.9810450416981,Finland
FIN,1995,81.48331898874932,Finland
FIN,1996,85.72520678378912,Finland
FIN,1997,92.83968594793478,Finland
FIN,1998,96.47401819483657,Finland
FIN,1999,96.6786613687443,Finland
FIN,2000,96.0361176919582,Finland
FIN,2001,90.88351541021444,Finland
FIN,2002,92.22710369267062,Finland
FIN,2003,93.74543842784892,Finland
FIN,2004,96.79282405027514,Finland
FIN,2005,102.434179499284,Finland
FIN,2006,105.95864257797774,Finland
FIN,2007,106.54962999158201,Finland
FIN,2008,102.10461782047572,Finland
FIN,2009,101.18443168241069,Finland
FIN,2010,102.785559957271,Finland
FIN,2011,102.237629631449,Finland
FIN,2012,102.7667528281125,Finland
FIN,2013,102.35959135542575,Finland
FIN,2014,101.2962852260475,Finland
FIN,2015,99.99999999999987,Finland
FIN,2016,100.1967124919563,Finland
FIN,2017,99.40474108093245,Finland
FIN,2018,97.4955572318631,Finland
FIN,2019,94.9928383152934,Finland
FIN,2020,96.21352313921412,Finland
FIN,2021,97.83946967603677,Finland
FIN,2022,95.31367539712038,Finland
FIN,2023,85.4742841802302,Finland
FIN,2024,81.07719297005202,Finland
FIN,2025,77.5349832497326,Finland
FRA,1978,78.34059670843544,France
FRA,1979,80.24552428153068,France
FRA,1980,85.6253566602467,France
FRA,1981,84.33643887862056,France
FRA,1982,78.25624711136375,France
FRA,1983,74.1631985847865,France
FRA,1984,70.9026886732436,France
FRA,1985,70.44068715921492,France
FRA,1986,71.9706641872935,France
FRA,1987,75.85136357024382,France
FRA,1988,78.86565895073927,France
FRA,1989,80.27164463641373,France
FRA,1990,80.98952677479265,France
FRA,1991,80.90091843289687,France
FRA,1992,75.73379943408372,France
FRA,1993,73.49944964530317,France
FRA,1994,72.39990402602112,France
FRA,1995,67.31936842816887,France
FRA,1996,65.04779636754067,France
FRA,1997,63.2762301991221,France
FRA,1998,62.58396682783763,France
FRA,1999,65.4527762484966,France
FRA,2000,67.51233995826037,France
FRA,2001,69.7164268763873,France
FRA,2002,73.13356075419185,France
FRA,2003,80.36559620188245,France
FRA,2004,89.44680503657263,France
FRA,2005,100.81760100134694,France
FRA,2006,108.0396949982285,France
FRA,2007,110.20171226801425,France
FRA,2008,108.49532079189275,France
FRA,2009,100.92426517698975,France
FRA,2010,103.74026695669924,France
FRA,2011,108.144476932417,France
FRA,2012,106.89221159934576,France
FRA,2013,105.5262436023795,France
FRA,2014,102.70341657316425,France
FRA,2015,100.0,France
FRA,2016,99.60422027750272,France
FRA,2017,100.55374762374001,France
FRA,2018,101.33858448912,France
FRA,2019,101.79745617579275,France
FRA,2020,106.9641836604165,France
FRA,2021,109.44884452436125,France
FRA,2022,111.07521322083025,France
FRA,2023,102.1502162259118,France
FRA,2024,93.40369992251652,France
FRA,2025,93.31047313656582,France
GBR,1987,70.69515037261438,United Kingdom
GBR,1988,81.77909632973854,United Kingdom
GBR,1989,88.0532643097121,United Kingdom
GBR,1990,77.9916657188861,United Kingdom
GBR,1991,70.19625260721153,United Kingdom
GBR,1992,62.9559136316148,United Kingdom
GBR,1993,58.43874854073583,United Kingdom
GBR,1994,58.08723202310168,United Kingdom
GBR,1995,55.300460869422054,United Kingdom
GBR,1996,54.024103370639374,United Kingdom
GBR,1997,56.3005834229253,United Kingdom
GBR,1998,61.595281239418895,United Kingdom
GBR,1999,65.27185197570682,United Kingdom
GBR,2000,71.13776886577327,United Kingdom
GBR,2001,74.02211265514937,United Kingdom
GBR,2002,83.8016709522211,United Kingdom
GBR,2003,94.18915227826282,United Kingdom
GBR,2004,101.2081610082686,United Kingdom
GBR,2005,104.66834148206624,United Kingdom
GBR,2006,108.48729169207975,United Kingdom
GBR,2007,113.99643355187925,United Kingdom
GBR,2008,106.42196780986038,United Kingdom
GBR,2009,95.26124202854226,United Kingdom
GBR,2010,99.686231296276,United Kingdom
GBR,2011,97.8301869953064,United Kingdom
GBR,2012,95.00234966427197,United Kingdom
GBR,2013,94.27031739548447,United Kingdom
GBR,2014,99.10581807396247,United Kingdom
GBR,2015,99.99999999999983,United Kingdom
GBR,2016,105.81675552651424,United Kingdom
GBR,2017,108.43308203709299,United Kingdom
GBR,2018,108.19248072737375,United Kingdom
GBR,2019,105.845644163412,United Kingdom
GBR,2020,109.4220504926575,United Kingdom
GBR,2021,113.687813707343,United Kingdom
GBR,2022,118.491702912574,United Kingdom
GBR,2023,111.5699745766235,United Kingdom
GBR,2024,105.71259529663224,United Kingdom
GBR,2025,103.7186783136935,United Kingdom
GRC,1997,86.42640479155853,Greece
GRC,1998,92.41755382745446,Greece
GRC,1999,94.71764097399287,Greece
GRC,2000,102.59371149389747,Greece
GRC,2001,111.46243504111325,Greece
GRC,2002,116.85032810492575,Greece
GRC,2003,112.44506688555624,Greece
GRC,2004,107.1536456553275,Greece
GRC,2005,117.31669586078975,Greece
GRC,2006,121.89463042732925,Greece
GRC,2007,121.618648229597,Greece
GRC,2008,114.91401597463475,Greece
GRC,2009,109.60187332915625,Greece
GRC,2010,117.459564861829,Greece
GRC,2011,122.30186967134276,Greece
GRC,2012,123.66028177972525,Greece
GRC,2013,117.04565541253575,Greece
GRC,2014,107.68047026023649,Greece
GRC,2015,100.0,Greece
GRC,2016,98.13448214802112,Greece
GRC,2017,95.68853186647758,Greece
GRC,2018,97.18054123010087,Greece
GRC,2019,96.23939679365905,Greece
GRC,2020,105.224091855822,Greece
GRC,2021,101.4451182305237,Greece
GRC,2022,106.61927405160125,Greece
GRC,2023,111.29285766091274,Greece
GRC,2024,116.00067092953525,Greece
GRC,2025,119.33626320089701,Greece
HRV,2005,98.95938724974557,Croatia
HRV,2006,110.7215803585775,Croatia
HRV,2007,114.28667859556299,Croatia
HRV,2008,124.56858727474075,Croatia
HRV,2009,121.767584916958,Croatia
HRV,2010,111.07599543183801,Croatia
HRV,2011,109.732008571878,Croatia
HRV,2012,108.879757329642,Croatia
HRV,2013,104.7441981219365,Croatia
HRV,2014,101.8451302285955,Croatia
HRV,2015,100.0,Croatia
HRV,2016,95.00215383167816,Croatia
HRV,2017,95.13756289551225,Croatia
HRV,2018,94.3394458308688,Croatia
HRV,2019,96.87345911350327,Croatia
HRV,2020,103.13924508768977,Croatia
HRV,2021,96.68690168932513,Croatia
HRV,2022,98.2832550026266,Croatia
HRV,2023,98.16409395308642,Croatia
HRV,2024,97.00975477895417,Croatia
HRV,2025,100.41192059771754,Croatia
HUN,2007,133.49798210602677,Hungary
HUN,2008,131.86663867104275,Hungary
HUN,2009,125.19980193599676,Hungary
HUN,2010,117.9911352213775,Hungary
HUN,2011,105.76094061861025,Hungary
HUN,2012,99.15080229850062,Hungary
HUN,2013,92.7943616952565,Hungary
HUN,2014,92.49117737463484,Hungary
HUN,2015,100.00000000000004,Hungary
HUN,2016,106.87627036438975,Hungary
HUN,2017,109.03279671880975,Hungary
HUN,2018,111.14957129425075,Hungary
HUN,2019,116.6896797990185,Hungary
HUN,2020,119.02102805685475,Hungary
HUN,2021,120.864842383362,Hungary
HUN,2022,124.06220794593274,Hungary
HUN,2023,112.12297260906425,Hungary
HUN,2024,114.25923094153025,Hungary
HUN,2025,125.66001140353866,Hungary
IRL,1977,86.8603479269153,Ireland
IRL,1978,99.85608737215297,Ireland
IRL,1979,107.866559564488,Ireland
IRL,1980,104.78219093889649,Ireland
IRL,1981,104.4130811680465,Ireland
IRL,1982,101.78331698202268,Ireland
IRL,1983,101.21964907379868,Ireland
IRL,1984,97.43764595511843,Ireland
